pdf_report_date,airport,year_month,count
2021-06,PVU,2018-05,0
2021-06,PVU,2018-06,1
2021-06,PVU,2018-07,0
2021-06,PVU,2018-08,0
2021-06,PVU,2018-09,0
2023-05,PVU,2020-10,0
2023-05,PVU,2020-11,0
2023-05,PVU,2020-12,0
2023-05,PVU,2021-01,0
2023-05,PVU,2021-02,0
2023-05,PVU,2021-03,1
2023-05,PVU,2021-04,1
2023-05,PVU,2021-05,0
2023-05,PVU,2021-06,1
2023-05,PVU,2021-07,0
2023-05,PVU,2021-08,0
2024-02,PVU,2021-10,1
2024-02,PVU,2021-11,0
2024-02,PVU,2021-12,0
2024-02,PVU,2022-01,1
2024-02,PVU,2022-02,0
2024-02,PVU,2022-03,2
2024-02,PVU,2022-04,1
2024-02,PVU,2022-05,0
2024-02,PVU,2022-06,0
2024-02,PVU,2022-07,1
2024-02,PVU,2022-08,0
2024-02,PVU,2022-09,1
2024-02,PVU,2022-10,1
2024-02,PVU,2022-11,3
2024-02,PVU,2022-12,2
2024-02,PVU,2023-01,2
2024-02,PVU,2023-02,3
2024-02,PVU,2023-03,2
2024-02,PVU,2023-04,4
2024-02,PVU,2023-05,5
2024-02,PVU,2023-06,2
2024-02,PVU,2023-07,0
2024-02,PVU,2023-08,0
2024-02,PVU,2023-09,2
2024-02,PVU,2023-10,1
2024-02,PVU,2023-11,2
2024-02,PVU,2023-12,7
2024-02,PVU,2024-01,1
2019-02,PWM,2015-01,6
2019-02,PWM,2015-02,2
2019-02,PWM,2015-03,2
2019-02,PWM,2015-04,1
2019-02,PWM,2015-05,4
2019-02,PWM,2015-06,10
2019-02,PWM,2015-07,8
2019-02,PWM,2015-08,15
2019-02,PWM,2015-09,11
2019-02,PWM,2015-10,5
2019-02,PWM,2015-11,6
2019-02,PWM,2015-12,0
2019-12,PWM,2016-01,9
2019-12,PWM,2016-02,2
2019-12,PWM,2016-03,1
2019-12,PWM,2016-04,6
2019-12,PWM,2016-05,5
2019-12,PWM,2016-06,7
2019-12,PWM,2016-07,6
2019-12,PWM,2016-08,5
2019-12,PWM,2016-09,5
2019-12,PWM,2016-10,8
2019-12,PWM,2016-11,4
2019-12,PWM,2016-12,5
2019-12,PWM,2017-01,4
2019-12,PWM,2017-02,1
2019-12,PWM,2017-03,8
2019-12,PWM,2017-04,4
2019-12,PWM,2017-05,3
2019-12,PWM,2017-06,3
2019-12,PWM,2017-07,4
2019-12,PWM,2017-08,9
2019-12,PWM,2017-09,5
2019-12,PWM,2017-10,5
2019-12,PWM,2017-11,7
2019-12,PWM,2017-12,4
2021-06,PWM,2018-01,2
2021-06,PWM,2018-02,3
2021-06,PWM,2018-03,8
2021-06,PWM,2018-04,1
2021-06,PWM,2018-05,4
2021-06,PWM,2018-06,6
2021-06,PWM,2018-07,12
2021-06,PWM,2018-08,10
2021-06,PWM,2018-09,5
2021-06,PWM,2018-10,7
2021-06,PWM,2018-11,5
2021-06,PWM,2018-12,7
2022-05,PWM,2019-01,1
2022-05,PWM,2019-02,2
2022-05,PWM,2019-03,2
2022-05,PWM,2019-04,4
2022-05,PWM,2019-05,5
2022-05,PWM,2019-06,4
2022-05,PWM,2019-07,9
2022-05,PWM,2019-08,4
2022-05,PWM,2019-09,8
2022-05,PWM,2019-10,6
2022-05,PWM,2019-11,5
2022-05,PWM,2019-12,7
2023-05,PWM,2020-01,1
2023-05,PWM,2020-02,1
2023-05,PWM,2020-03,3
2023-05,PWM,2020-04,0
2023-05,PWM,2020-05,2
2023-05,PWM,2020-06,1
2023-05,PWM,2020-07,5
2023-05,PWM,2020-08,3
2023-05,PWM,2020-09,6
2023-05,PWM,2020-10,0
2023-05,PWM,2020-11,4
2023-05,PWM,2020-12,1
2023-05,PWM,2021-01,1
2023-05,PWM,2021-02,4
2023-05,PWM,2021-03,3
2023-05,PWM,2021-04,1
2023-05,PWM,2021-05,5
2023-05,PWM,2021-06,9
2023-05,PWM,2021-07,8
2023-05,PWM,2021-08,14
2023-08,PWM,2021-09,11
2024-02,PWM,2021-10,8
2024-02,PWM,2021-11,10
2024-02,PWM,2021-12,3
2024-02,PWM,2022-01,5
2024-02,PWM,2022-02,6
2024-02,PWM,2022-03,15
2024-02,PWM,2022-04,11
2024-02,PWM,2022-05,20
2024-02,PWM,2022-06,14
2024-02,PWM,2022-07,9
2024-02,PWM,2022-08,13
2024-02,PWM,2022-09,19
2024-02,PWM,2022-10,26
2024-02,PWM,2022-11,21
2024-02,PWM,2022-12,7
2024-02,PWM,2023-01,12
2024-02,PWM,2023-02,10
2024-02,PWM,2023-03,8
2024-02,PWM,2023-04,17
2024-02,PWM,2023-05,14
2024-02,PWM,2023-06,8
2024-02,PWM,2023-07,29
2024-02,PWM,2023-08,17
2024-02,PWM,2023-09,24
2024-02,PWM,2023-10,25
2024-02,PWM,2023-11,15
2024-02,PWM,2023-12,14
2024-02,PWM,2024-01,13
2019-02,RAP,2015-01,2
2019-02,RAP,2015-02,0
2019-02,RAP,2015-03,2
2019-02,RAP,2015-04,0
2019-02,RAP,2015-05,2
2019-02,RAP,2015-06,1
2019-02,RAP,2015-07,1
2019-02,RAP,2015-08,4
2019-02,RAP,2015-09,2
2019-02,RAP,2015-10,1
2019-02,RAP,2015-11,0
2019-02,RAP,2015-12,3
2019-12,RAP,2016-01,1
2019-12,RAP,2016-02,0
2019-12,RAP,2016-03,2
2019-12,RAP,2016-04,2
2019-12,RAP,2016-05,1
2019-12,RAP,2016-06,2
2019-12,RAP,2016-07,3
2019-12,RAP,2016-08,3
2019-12,RAP,2016-09,2
2019-12,RAP,2016-10,4
2019-12,RAP,2016-11,1
2019-12,RAP,2016-12,3
2019-12,RAP,2017-01,0
2019-12,RAP,2017-02,2
2019-12,RAP,2017-03,1
2019-12,RAP,2017-04,2
2019-12,RAP,2017-05,2
2019-12,RAP,2017-06,4
2019-12,RAP,2017-07,3
2019-12,RAP,2017-08,0
2019-12,RAP,2017-09,5
2019-12,RAP,2017-10,4
2019-12,RAP,2017-11,0
2019-12,RAP,2017-12,3
2021-06,RAP,2018-01,3
2021-06,RAP,2018-02,2
2021-06,RAP,2018-03,0
2021-06,RAP,2018-04,2
2021-06,RAP,2018-05,3
2021-06,RAP,2018-06,1
2021-06,RAP,2018-07,4
2021-06,RAP,2018-08,2
2021-06,RAP,2018-09,4
2021-06,RAP,2018-10,4
2021-06,RAP,2018-11,1
2021-06,RAP,2018-12,2
2022-05,RAP,2019-01,1
2022-05,RAP,2019-02,1
2022-05,RAP,2019-03,2
2022-05,RAP,2019-04,1
2022-05,RAP,2019-05,2
2022-05,RAP,2019-06,4
2022-05,RAP,2019-07,2
2022-05,RAP,2019-08,1
2022-05,RAP,2019-09,4
2022-05,RAP,2019-10,2
2022-05,RAP,2019-11,1
2022-05,RAP,2019-12,4
2023-05,RAP,2020-01,1
2023-05,RAP,2020-02,1
2023-05,RAP,2020-03,0
2023-05,RAP,2020-04,2
2023-05,RAP,2020-05,1
2023-05,RAP,2020-06,1
2023-05,RAP,2020-07,1
2023-05,RAP,2020-08,0
2023-05,RAP,2020-09,2
2023-05,RAP,2020-10,1
2023-05,RAP,2020-11,1
2023-05,RAP,2020-12,1
2023-05,RAP,2021-01,0
2023-05,RAP,2021-02,0
2023-05,RAP,2021-03,1
2023-05,RAP,2021-04,0
2023-05,RAP,2021-05,2
2023-05,RAP,2021-06,5
2023-05,RAP,2021-07,2
2023-05,RAP,2021-08,4
2023-08,RAP,2021-09,3
2024-02,RAP,2021-10,5
2024-02,RAP,2021-11,2
2024-02,RAP,2021-12,3
2024-02,RAP,2022-01,2
2024-02,RAP,2022-02,1
2024-02,RAP,2022-03,2
2024-02,RAP,2022-04,4
2024-02,RAP,2022-05,7
2024-02,RAP,2022-06,7
2024-02,RAP,2022-07,5
2024-02,RAP,2022-08,5
2024-02,RAP,2022-09,5
2024-02,RAP,2022-10,6
2024-02,RAP,2022-11,7
2024-02,RAP,2022-12,3
2024-02,RAP,2023-01,5
2024-02,RAP,2023-02,8
2024-02,RAP,2023-03,9
2024-02,RAP,2023-04,3
2024-02,RAP,2023-05,9
2024-02,RAP,2023-06,5
2024-02,RAP,2023-07,7
2024-02,RAP,2023-08,16
2024-02,RAP,2023-09,10
2024-02,RAP,2023-10,12
2024-02,RAP,2023-11,2
2024-02,RAP,2023-12,6
2024-02,RAP,2024-01,7
2019-02,RDD,2015-01,0
2019-02,RDD,2015-02,2
2019-02,RDD,2015-03,1
2019-02,RDD,2015-04,2
2019-02,RDD,2015-05,1
2019-02,RDD,2015-06,1
2019-02,RDD,2015-07,0
2019-02,RDD,2015-08,5
2019-02,RDD,2015-09,2
2019-02,RDD,2015-10,3
2019-02,RDD,2015-11,1
2019-02,RDD,2015-12,2
2019-12,RDD,2016-01,1
2019-12,RDD,2016-02,0
2019-12,RDD,2016-03,1
2019-12,RDD,2016-04,0
2019-12,RDD,2016-05,0
2019-12,RDD,2016-06,2
2019-12,RDD,2016-07,0
2019-12,RDD,2016-08,2
2019-12,RDD,2016-09,2
2019-12,RDD,2016-10,1
2019-12,RDD,2016-11,1
2019-12,RDD,2016-12,2
2019-12,RDD,2017-01,2
2019-12,RDD,2017-02,0
2019-12,RDD,2017-03,0
2019-12,RDD,2017-04,0
2019-12,RDD,2017-05,0
2019-12,RDD,2017-06,1
2019-12,RDD,2017-07,3
2019-12,RDD,2017-08,1
2019-12,RDD,2017-09,1
2019-12,RDD,2017-10,0
2019-12,RDD,2017-11,0
2019-12,RDD,2017-12,0
2021-06,RDD,2018-01,0
2021-06,RDD,2018-02,0
2021-06,RDD,2018-03,0
2021-06,RDD,2018-04,0
2021-06,RDD,2018-05,0
2021-06,RDD,2018-06,0
2021-06,RDD,2018-07,0
2021-06,RDD,2018-08,0
2021-06,RDD,2018-09,1
2021-06,RDD,2018-10,0
2021-06,RDD,2018-11,0
2021-06,RDD,2018-12,0
2022-05,RDD,2019-01,1
2022-05,RDD,2019-02,0
2022-05,RDD,2019-03,0
2022-05,RDD,2019-04,0
2022-05,RDD,2019-05,0
2022-05,RDD,2019-06,0
2022-05,RDD,2019-07,0
2022-05,RDD,2019-08,0
2022-05,RDD,2019-09,0
2023-05,RDD,2020-10,0
2023-05,RDD,2020-11,0
2023-05,RDD,2020-12,0
2023-05,RDD,2021-01,0
2023-05,RDD,2021-02,1
2023-05,RDD,2021-03,1
2023-05,RDD,2021-04,0
2023-05,RDD,2021-05,0
2023-05,RDD,2021-06,0
2023-05,RDD,2021-07,0
2023-05,RDD,2021-08,0
2024-02,RDD,2021-10,1
2024-02,RDD,2021-11,1
2024-02,RDD,2021-12,2
2024-02,RDD,2022-01,1
2024-02,RDD,2022-02,0
2024-02,RDD,2022-03,1
2024-02,RDD,2022-04,1
2024-02,RDD,2022-05,0
2024-02,RDD,2022-06,1
2024-02,RDD,2022-07,0
2024-02,RDD,2022-08,1
2024-02,RDD,2022-09,0
2024-02,RDD,2022-10,7
2024-02,RDD,2022-11,1
2024-02,RDD,2022-12,1
2024-02,RDD,2023-01,2
2024-02,RDD,2023-02,0
2024-02,RDD,2023-03,0
2024-02,RDD,2023-04,0
2024-02,RDD,2023-05,3
2024-02,RDD,2023-06,0
2024-02,RDD,2023-07,1
2024-02,RDD,2023-08,4
2024-02,RDD,2023-09,0
2024-02,RDD,2023-10,1
2024-02,RDD,2023-11,0
2024-02,RDD,2023-12,1
2024-02,RDD,2024-01,1
2019-02,RDG,2015-01,0
2019-02,RDG,2015-02,0
2019-02,RDG,2015-03,0
2019-02,RDG,2015-04,0
2019-02,RDG,2015-05,0
2019-02,RDG,2015-06,0
2019-02,RDG,2015-07,0
2019-02,RDG,2015-08,1
2019-02,RDG,2015-09,0
2022-05,RDG,2019-10,0
2022-05,RDG,2019-11,0
2022-05,RDG,2019-12,0
2023-05,RDG,2020-01,0
2023-05,RDG,2020-02,0
2023-05,RDG,2020-03,0
2023-05,RDG,2020-04,0
2023-05,RDG,2020-05,0
2023-05,RDG,2020-06,1
2023-05,RDG,2020-07,0
2023-05,RDG,2020-08,0
2023-05,RDG,2020-09,0
2019-02,RDM,2015-01,3
2019-02,RDM,2015-02,3
2019-02,RDM,2015-03,5
2019-02,RDM,2015-04,2
2019-02,RDM,2015-05,2
2019-02,RDM,2015-06,1
2019-02,RDM,2015-07,0
2019-02,RDM,2015-08,0
2019-02,RDM,2015-09,4
2019-02,RDM,2015-10,1
2019-02,RDM,2015-11,1
2019-02,RDM,2015-12,3
2019-12,RDM,2016-01,1
2019-12,RDM,2016-02,6
2019-12,RDM,2016-03,0
2019-12,RDM,2016-04,1
2019-12,RDM,2016-05,1
2019-12,RDM,2016-06,0
2019-12,RDM,2016-07,3
2019-12,RDM,2016-08,1
2019-12,RDM,2016-09,1
2019-12,RDM,2016-10,0
2019-12,RDM,2016-11,0
2019-12,RDM,2016-12,2
2019-12,RDM,2017-01,0
2019-12,RDM,2017-02,1
2019-12,RDM,2017-03,3
2019-12,RDM,2017-04,0
2019-12,RDM,2017-05,0
2019-12,RDM,2017-06,3
2019-12,RDM,2017-07,1
2019-12,RDM,2017-08,3
2019-12,RDM,2017-09,0
2019-12,RDM,2017-10,2
2019-12,RDM,2017-11,2
2019-12,RDM,2017-12,3
2021-06,RDM,2018-01,1
2021-06,RDM,2018-02,0
2021-06,RDM,2018-03,1
2021-06,RDM,2018-04,1
2021-06,RDM,2018-05,1
2021-06,RDM,2018-06,2
2021-06,RDM,2018-07,1
2021-06,RDM,2018-08,4
2021-06,RDM,2018-09,2
2021-06,RDM,2018-10,3
2021-06,RDM,2018-11,2
2021-06,RDM,2018-12,1
2022-05,RDM,2019-01,1
2022-05,RDM,2019-02,1
2022-05,RDM,2019-03,2
2022-05,RDM,2019-04,4
2022-05,RDM,2019-05,1
2022-05,RDM,2019-06,1
2022-05,RDM,2019-07,3
2022-05,RDM,2019-08,2
2022-05,RDM,2019-09,2
2022-05,RDM,2019-10,0
2022-05,RDM,2019-11,0
2022-05,RDM,2019-12,1
2023-05,RDM,2020-01,0
2023-05,RDM,2020-02,0
2023-05,RDM,2020-03,1
2023-05,RDM,2020-04,1
2023-05,RDM,2020-05,0
2023-05,RDM,2020-06,1
2023-05,RDM,2020-07,0
2023-05,RDM,2020-08,1
2023-05,RDM,2020-09,0
2023-05,RDM,2020-10,0
2023-05,RDM,2020-11,0
2023-05,RDM,2020-12,0
2023-05,RDM,2021-01,2
2023-05,RDM,2021-02,2
2023-05,RDM,2021-03,1
2023-05,RDM,2021-04,1
2023-05,RDM,2021-05,0
2023-05,RDM,2021-06,3
2023-05,RDM,2021-07,2
2023-05,RDM,2021-08,3
2023-08,RDM,2021-09,2
2024-02,RDM,2021-10,3
2024-02,RDM,2021-11,2
2024-02,RDM,2021-12,6
2024-02,RDM,2022-01,2
2024-02,RDM,2022-02,4
2024-02,RDM,2022-03,4
2024-02,RDM,2022-04,7
2024-02,RDM,2022-05,9
2024-02,RDM,2022-06,4
2024-02,RDM,2022-07,2
2024-02,RDM,2022-08,12
2024-02,RDM,2022-09,5
2024-02,RDM,2022-10,6
2024-02,RDM,2022-11,9
2024-02,RDM,2022-12,6
2024-02,RDM,2023-01,9
2024-02,RDM,2023-02,6
2024-02,RDM,2023-03,8
2024-02,RDM,2023-04,4
2024-02,RDM,2023-05,6
2024-02,RDM,2023-06,6
2024-02,RDM,2023-07,3
2024-02,RDM,2023-08,6
2024-02,RDM,2023-09,13
2024-02,RDM,2023-10,12
2024-02,RDM,2023-11,7
2024-02,RDM,2023-12,5
2024-02,RDM,2024-01,12
2019-02,RDU,2015-01,15
2019-02,RDU,2015-02,19
2019-02,RDU,2015-03,12
2019-02,RDU,2015-04,13
2019-02,RDU,2015-05,25
2019-02,RDU,2015-06,24
2019-02,RDU,2015-07,23
2019-02,RDU,2015-08,17
2019-02,RDU,2015-09,21
2019-02,RDU,2015-10,34
2019-02,RDU,2015-11,23
2019-02,RDU,2015-12,29
2019-12,RDU,2016-01,38
2019-12,RDU,2016-02,17
2019-12,RDU,2016-03,26
2019-12,RDU,2016-04,23
2019-12,RDU,2016-05,25
2019-12,RDU,2016-06,24
2019-12,RDU,2016-07,26
2019-12,RDU,2016-08,32
2019-12,RDU,2016-09,35
2019-12,RDU,2016-10,29
2019-12,RDU,2016-11,35
2019-12,RDU,2016-12,38
2019-12,RDU,2017-01,30
2019-12,RDU,2017-02,19
2019-12,RDU,2017-03,27
2019-12,RDU,2017-04,27
2019-12,RDU,2017-05,25
2019-12,RDU,2017-06,23
2019-12,RDU,2017-07,33
2019-12,RDU,2017-08,39
2019-12,RDU,2017-09,19
2019-12,RDU,2017-10,34
2019-12,RDU,2017-11,38
2019-12,RDU,2017-12,29
2021-06,RDU,2018-01,28
2021-06,RDU,2018-02,23
2021-06,RDU,2018-03,33
2021-06,RDU,2018-04,28
2021-06,RDU,2018-05,23
2021-06,RDU,2018-06,30
2021-06,RDU,2018-07,31
2021-06,RDU,2018-08,29
2021-06,RDU,2018-09,18
2021-06,RDU,2018-10,33
2021-06,RDU,2018-11,28
2021-06,RDU,2018-12,39
2022-05,RDU,2019-01,22
2022-05,RDU,2019-02,23
2022-05,RDU,2019-03,27
2022-05,RDU,2019-04,26
2022-05,RDU,2019-05,37
2022-05,RDU,2019-06,20
2022-05,RDU,2019-07,31
2022-05,RDU,2019-08,30
2022-05,RDU,2019-09,25
2022-05,RDU,2019-10,29
2022-05,RDU,2019-11,30
2022-05,RDU,2019-12,38
2023-05,RDU,2020-01,23
2023-05,RDU,2020-02,20
2023-05,RDU,2020-03,10
2023-05,RDU,2020-04,2
2023-05,RDU,2020-05,0
2023-05,RDU,2020-06,2
2023-05,RDU,2020-07,10
2023-05,RDU,2020-08,7
2023-05,RDU,2020-09,9
2023-05,RDU,2020-10,13
2023-05,RDU,2020-11,8
2023-05,RDU,2020-12,4
2023-05,RDU,2021-01,4
2023-05,RDU,2021-02,7
2023-05,RDU,2021-03,6
2023-05,RDU,2021-04,17
2023-05,RDU,2021-05,17
2023-05,RDU,2021-06,28
2023-05,RDU,2021-07,40
2023-05,RDU,2021-08,34
2023-08,RDU,2021-09,43
2024-02,RDU,2021-10,42
2024-02,RDU,2021-11,67
2024-02,RDU,2021-12,61
2024-02,RDU,2022-01,52
2024-02,RDU,2022-02,53
2024-02,RDU,2022-03,102
2024-02,RDU,2022-04,108
2024-02,RDU,2022-05,118
2024-02,RDU,2022-06,111
2024-02,RDU,2022-07,104
2024-02,RDU,2022-08,107
2024-02,RDU,2022-09,122
2024-02,RDU,2022-10,132
2024-02,RDU,2022-11,114
2024-02,RDU,2022-12,129
2024-02,RDU,2023-01,88
2024-02,RDU,2023-02,97
2024-02,RDU,2023-03,118
2024-02,RDU,2023-04,114
2024-02,RDU,2023-05,108
2024-02,RDU,2023-06,100
2024-02,RDU,2023-07,125
2024-02,RDU,2023-08,84
2024-02,RDU,2023-09,113
2024-02,RDU,2023-10,118
2024-02,RDU,2023-11,76
2024-02,RDU,2023-12,75
2024-02,RDU,2024-01,71
2019-02,RFD,2015-01,0
2019-02,RFD,2015-02,0
2019-02,RFD,2015-03,2
2019-02,RFD,2015-04,0
2019-02,RFD,2015-05,0
2019-02,RFD,2015-06,0
2019-02,RFD,2015-07,1
2019-02,RFD,2015-08,1
2019-02,RFD,2015-09,0
2019-02,RFD,2015-10,1
2019-02,RFD,2015-11,0
2019-02,RFD,2015-12,1
2019-12,RFD,2016-01,0
2019-12,RFD,2016-02,0
2019-12,RFD,2016-03,0
2019-12,RFD,2016-04,0
2019-12,RFD,2016-05,0
2019-12,RFD,2016-06,1
2019-12,RFD,2016-07,1
2019-12,RFD,2016-08,1
2019-12,RFD,2016-09,2
2019-12,RFD,2016-10,0
2019-12,RFD,2016-11,0
2019-12,RFD,2016-12,0
2019-12,RFD,2017-01,0
2019-12,RFD,2017-02,0
2019-12,RFD,2017-03,0
2019-12,RFD,2017-04,0
2019-12,RFD,2017-05,0
2019-12,RFD,2017-06,0
2019-12,RFD,2017-07,0
2019-12,RFD,2017-08,1
2019-12,RFD,2017-09,0
2019-12,RFD,2017-10,0
2019-12,RFD,2017-11,0
2019-12,RFD,2017-12,0
2021-06,RFD,2018-01,0
2021-06,RFD,2018-02,1
2021-06,RFD,2018-03,0
2021-06,RFD,2018-04,0
2021-06,RFD,2018-05,1
2021-06,RFD,2018-06,1
2021-06,RFD,2018-07,0
2021-06,RFD,2018-08,0
2021-06,RFD,2018-09,1
2021-06,RFD,2018-10,0
2021-06,RFD,2018-11,0
2021-06,RFD,2018-12,0
2022-05,RFD,2019-01,1
2022-05,RFD,2019-02,1
2022-05,RFD,2019-03,0
2022-05,RFD,2019-04,0
2022-05,RFD,2019-05,0
2022-05,RFD,2019-06,0
2022-05,RFD,2019-07,1
2022-05,RFD,2019-08,1
2022-05,RFD,2019-09,0
2022-05,RFD,2019-10,0
2022-05,RFD,2019-11,0
2022-05,RFD,2019-12,0
2023-05,RFD,2020-01,1
2023-05,RFD,2020-02,0
2023-05,RFD,2020-03,1
2023-05,RFD,2020-04,0
2023-05,RFD,2020-05,0
2023-05,RFD,2020-06,1
2023-05,RFD,2020-07,0
2023-05,RFD,2020-08,0
2023-05,RFD,2020-09,1
2023-05,RFD,2020-10,0
2023-05,RFD,2020-11,0
2023-05,RFD,2020-12,0
2023-05,RFD,2021-01,0
2023-05,RFD,2021-02,1
2023-05,RFD,2021-03,0
2023-05,RFD,2021-04,0
2023-05,RFD,2021-05,0
2023-05,RFD,2021-06,1
2023-05,RFD,2021-07,0
2023-05,RFD,2021-08,0
2023-08,RFD,2021-09,3
2024-02,RFD,2021-10,2
2024-02,RFD,2021-11,2
2024-02,RFD,2021-12,1
2024-02,RFD,2022-01,2
2024-02,RFD,2022-02,2
2024-02,RFD,2022-03,1
2024-02,RFD,2022-04,4
2024-02,RFD,2022-05,2
2024-02,RFD,2022-06,3
2024-02,RFD,2022-07,1
2024-02,RFD,2022-08,0
2024-02,RFD,2022-09,0
2024-02,RFD,2022-10,0
2024-02,RFD,2022-11,2
2024-02,RFD,2022-12,2
2024-02,RFD,2023-01,3
2024-02,RFD,2023-02,4
2024-02,RFD,2023-03,1
2024-02,RFD,2023-04,2
2024-02,RFD,2023-05,4
2024-02,RFD,2023-06,0
2024-02,RFD,2023-07,2
2024-02,RFD,2023-08,1
2024-02,RFD,2023-09,0
2024-02,RFD,2023-10,0
2024-02,RFD,2023-11,3
2024-02,RFD,2023-12,7
2024-02,RFD,2024-01,6
2019-02,RHI,2015-01,0
2019-02,RHI,2015-02,0
2019-02,RHI,2015-03,0
2019-02,RHI,2015-04,0
2019-02,RHI,2015-05,0
2019-02,RHI,2015-06,1
2019-02,RHI,2015-07,0
2019-02,RHI,2015-08,1
2019-02,RHI,2015-09,0
2019-02,RHI,2015-10,0
2019-02,RHI,2015-11,0
2019-02,RHI,2015-12,0
2019-12,RHI,2016-01,0
2019-12,RHI,2016-02,0
2019-12,RHI,2016-03,1
2019-12,RHI,2016-04,0
2019-12,RHI,2016-05,0
2019-12,RHI,2016-06,0
2019-12,RHI,2016-07,0
2019-12,RHI,2016-08,0
2019-12,RHI,2016-09,0
2019-12,RHI,2016-10,0
2019-12,RHI,2016-11,0
2019-12,RHI,2016-12,0
2019-12,RHI,2017-01,0
2019-12,RHI,2017-02,0
2019-12,RHI,2017-03,0
2019-12,RHI,2017-04,0
2019-12,RHI,2017-05,0
2019-12,RHI,2017-06,0
2019-12,RHI,2017-07,1
2019-12,RHI,2017-08,0
2019-12,RHI,2017-09,1
2019-12,RHI,2017-10,1
2019-12,RHI,2017-11,0
2019-12,RHI,2017-12,3
2021-06,RHI,2018-01,2
2021-06,RHI,2018-02,0
2021-06,RHI,2018-03,1
2021-06,RHI,2018-04,0
2021-06,RHI,2018-05,0
2021-06,RHI,2018-06,0
2021-06,RHI,2018-07,0
2021-06,RHI,2018-08,1
2021-06,RHI,2018-09,0
2021-06,RHI,2018-10,0
2021-06,RHI,2018-11,0
2021-06,RHI,2018-12,0
2022-05,RHI,2019-01,0
2022-05,RHI,2019-02,0
2022-05,RHI,2019-03,0
2022-05,RHI,2019-04,0
2022-05,RHI,2019-05,0
2022-05,RHI,2019-06,1
2022-05,RHI,2019-07,0
2022-05,RHI,2019-08,0
2022-05,RHI,2019-09,2
2022-05,RHI,2019-10,1
2022-05,RHI,2019-11,0
2022-05,RHI,2019-12,0
2023-05,RHI,2020-01,0
2023-05,RHI,2020-02,0
2023-05,RHI,2020-03,0
2023-05,RHI,2020-04,0
2023-05,RHI,2020-05,0
2023-05,RHI,2020-06,0
2023-05,RHI,2020-07,0
2023-05,RHI,2020-08,1
2023-05,RHI,2020-09,0
2023-05,RHI,2020-10,0
2023-05,RHI,2020-11,0
2023-05,RHI,2020-12,0
2023-05,RHI,2021-01,0
2023-05,RHI,2021-02,0
2023-05,RHI,2021-03,0
2023-05,RHI,2021-04,0
2023-05,RHI,2021-05,0
2023-05,RHI,2021-06,1
2023-05,RHI,2021-07,1
2023-05,RHI,2021-08,0
2024-02,RHI,2021-10,0
2024-02,RHI,2021-11,0
2024-02,RHI,2021-12,0
2024-02,RHI,2022-01,2
2024-02,RHI,2022-02,0
2024-02,RHI,2022-03,0
2024-02,RHI,2022-04,0
2024-02,RHI,2022-05,0
2024-02,RHI,2022-06,0
2024-02,RHI,2022-07,0
2024-02,RHI,2022-08,0
2024-02,RHI,2022-09,0
2024-02,RHI,2022-10,0
2024-02,RHI,2022-11,0
2024-02,RHI,2022-12,0
2024-02,RHI,2023-01,0
2024-02,RHI,2023-02,1
2024-02,RHI,2023-03,0
2024-02,RHI,2023-04,0
2024-02,RHI,2023-05,0
2024-02,RHI,2023-06,0
2024-02,RHI,2023-07,1
2024-02,RHI,2023-08,1
2024-02,RHI,2023-09,1
2024-02,RHI,2023-10,0
2024-02,RHI,2023-11,0
2024-02,RHI,2023-12,0
2024-02,RHI,2024-01,1
2019-02,RIC,2015-01,7
2019-02,RIC,2015-02,12
2019-02,RIC,2015-03,8
2019-02,RIC,2015-04,6
2019-02,RIC,2015-05,8
2019-02,RIC,2015-06,20
2019-02,RIC,2015-07,11
2019-02,RIC,2015-08,14
2019-02,RIC,2015-09,13
2019-02,RIC,2015-10,16
2019-02,RIC,2015-11,12
2019-02,RIC,2015-12,6
2019-12,RIC,2016-01,6
2019-12,RIC,2016-02,8
2019-12,RIC,2016-03,10
2019-12,RIC,2016-04,13
2019-12,RIC,2016-05,20
2019-12,RIC,2016-06,12
2019-12,RIC,2016-07,16
2019-12,RIC,2016-08,15
2019-12,RIC,2016-09,9
2019-12,RIC,2016-10,8
2019-12,RIC,2016-11,12
2019-12,RIC,2016-12,24
2019-12,RIC,2017-01,15
2019-12,RIC,2017-02,7
2019-12,RIC,2017-03,17
2019-12,RIC,2017-04,10
2019-12,RIC,2017-05,18
2019-12,RIC,2017-06,19
2019-12,RIC,2017-07,23
2019-12,RIC,2017-08,14
2019-12,RIC,2017-09,15
2019-12,RIC,2017-10,16
2019-12,RIC,2017-11,13
2019-12,RIC,2017-12,20
2021-06,RIC,2018-01,15
2021-06,RIC,2018-02,18
2021-06,RIC,2018-03,15
2021-06,RIC,2018-04,11
2021-06,RIC,2018-05,15
2021-06,RIC,2018-06,11
2021-06,RIC,2018-07,20
2021-06,RIC,2018-08,21
2021-06,RIC,2018-09,7
2021-06,RIC,2018-10,16
2021-06,RIC,2018-11,22
2021-06,RIC,2018-12,18
2022-05,RIC,2019-01,6
2022-05,RIC,2019-02,11
2022-05,RIC,2019-03,22
2022-05,RIC,2019-04,16
2022-05,RIC,2019-05,21
2022-05,RIC,2019-06,18
2022-05,RIC,2019-07,25
2022-05,RIC,2019-08,20
2022-05,RIC,2019-09,13
2022-05,RIC,2019-10,12
2022-05,RIC,2019-11,15
